oid,custid,ordertime
636,35,2018-10-06 03:08:27.100236+00
637,908,2018-10-06 03:09:45.756247+00
638,171,2018-10-06 03:10:05.955945+00
639,765,2018-10-06 03:10:09.519937+00
640,595,2018-10-06 03:10:22.920727+00
641,192,2018-10-06 03:10:31.583832+00
642,6,2018-10-06 03:11:05.39573+00
643,908,2018-10-06 03:11:18.090849+00
644,423,2018-10-06 03:11:29.139808+00
645,61,2018-10-06 03:12:10.786978+00
646,613,2018-10-06 03:12:26.265236+00
647,904,2018-10-06 03:12:31.026638+00
648,898,2018-10-06 03:12:58.162261+00
649,651,2018-10-06 03:13:34.434408+00
650,754,2018-10-06 03:13:48.149267+00
651,775,2018-10-06 03:14:03.622201+00
652,202,2018-10-06 03:14:08.219078+00
653,540,2018-10-06 03:14:16.453005+00
654,927,2018-10-06 03:14:18.139789+00
655,678,2018-10-06 03:14:44.630672+00
656,726,2018-10-06 03:15:21.431927+00
657,118,2018-10-06 03:15:32.837201+00
658,120,2018-10-06 03:16:45.649956+00
659,841,2018-10-06 03:16:46.91059+00
660,373,2018-10-06 03:16:55.365106+00
661,179,2018-10-06 03:17:09.047733+00
662,889,2018-10-06 03:17:29.014679+00
663,423,2018-10-06 03:17:32.805086+00
664,418,2018-10-06 03:17:35.730653+00
665,587,2018-10-06 03:18:22.944048+00
666,205,2018-10-06 03:18:32.534007+00
667,861,2018-10-06 03:18:40.77056+00
668,306,2018-10-06 03:18:41.083124+00
669,280,2018-10-06 03:19:03.109443+00
670,285,2018-10-06 03:19:51.211406+00
671,278,2018-10-06 03:20:09.455627+00
672,1,2018-10-06 03:20:11.94908+00
673,807,2018-10-06 03:20:23.649627+00
674,407,2018-10-06 03:21:16.217159+00
675,24,2018-10-06 03:21:17.841148+00
676,70,2018-10-06 03:21:18.574936+00
677,898,2018-10-06 03:21:34.922502+00
678,972,2018-10-06 03:22:00.237455+00
679,361,2018-10-06 03:22:20.217353+00
680,560,2018-10-06 03:23:11.053646+00
681,694,2018-10-06 03:23:35.217926+00
682,724,2018-10-06 03:23:45.093393+00
683,292,2018-10-06 03:23:51.653043+00
684,883,2018-10-06 03:24:26.973706+00
685,916,2018-10-06 03:24:46.697602+00
686,955,2018-10-06 03:24:55.907494+00
687,731,2018-10-06 03:26:01.972741+00
688,190,2018-10-06 03:26:11.864752+00
689,678,2018-10-06 03:26:26.25504+00
690,657,2018-10-06 03:26:44.142011+00
691,765,2018-10-06 03:27:03.732657+00
692,294,2018-10-06 03:27:04.468488+00
693,883,2018-10-06 03:27:21.112364+00
694,994,2018-10-06 03:28:00.854703+00
695,974,2018-10-06 03:28:03.414544+00
696,506,2018-10-06 03:28:07.203122+00
697,51,2018-10-06 03:28:12.428336+00
698,307,2018-10-06 03:28:21.653565+00
699,128,2018-10-06 03:28:32.148697+00
700,476,2018-10-06 03:29:24.101249+00
701,213,2018-10-06 03:29:31.203174+00
702,848,2018-10-06 03:29:44.061612+00
703,226,2018-10-06 03:30:05.459085+00
704,1,2018-10-06 03:30:24.350445+00
705,465,2018-10-06 03:30:31.024359+00
706,126,2018-10-06 03:30:39.646072+00
707,949,2018-10-06 03:30:53.443982+00
708,830,2018-10-06 03:30:55.508587+00
709,561,2018-10-06 03:31:17.222137+00
710,591,2018-10-06 03:31:50.235057+00
711,864,2018-10-06 03:32:02.11953+00
712,532,2018-10-06 03:32:19.171792+00
713,996,2018-10-06 03:32:31.029015+00
714,180,2018-10-06 03:32:37.07421+00
715,894,2018-10-06 03:32:38.163893+00
716,754,2018-10-06 03:33:21.494219+00
717,693,2018-10-06 03:33:32.394861+00
718,806,2018-10-06 03:33:38.786576+00
719,556,2018-10-06 03:34:35.421041+00
720,996,2018-10-06 03:34:37.277986+00
721,364,2018-10-06 03:34:40.95463+00
722,481,2018-10-06 03:35:16.323252+00
723,414,2018-10-06 03:35:21.714535+00
724,968,2018-10-06 03:35:33.96225+00
725,498,2018-10-06 03:35:40.21229+00
726,324,2018-10-06 03:35:54.581803+00
727,451,2018-10-06 03:37:30.487173+00
728,896,2018-10-06 03:37:41.861049+00
729,990,2018-10-06 03:37:52.264456+00
730,254,2018-10-06 03:37:55.225053+00
731,618,2018-10-06 03:38:03.867691+00
732,857,2018-10-06 03:38:10.953142+00
733,295,2018-10-06 03:38:17.893914+00
734,891,2018-10-06 03:38:44.034565+00
735,863,2018-10-06 03:39:02.15364+00
736,950,2018-10-06 03:39:51.735952+00
737,240,2018-10-06 03:40:15.982155+00
738,193,2018-10-06 03:40:30.331262+00
739,583,2018-10-06 03:40:38.627161+00
740,232,2018-10-06 03:40:42.633885+00
741,569,2018-10-06 03:41:18.922188+00
742,684,2018-10-06 03:41:31.603051+00
743,47,2018-10-06 03:42:04.618186+00
744,578,2018-10-06 03:42:43.272644+00
745,981,2018-10-06 03:42:47.848111+00
746,71,2018-10-06 03:43:30.263611+00
747,50,2018-10-06 03:43:42.757368+00
748,65,2018-10-06 03:44:16.487721+00
749,152,2018-10-06 03:44:16.604521+00
750,505,2018-10-06 03:44:18.388437+00
751,425,2018-10-06 03:45:06.837496+00
752,140,2018-10-06 03:45:08.836003+00
753,432,2018-10-06 03:45:28.07248+00
754,982,2018-10-06 03:45:43.598381+00
755,482,2018-10-06 03:45:57.959935+00
756,489,2018-10-06 03:46:16.203841+00
757,289,2018-10-06 03:46:17.089021+00
758,123,2018-10-06 03:46:18.965464+00
759,216,2018-10-06 03:46:35.985294+00
760,67,2018-10-06 03:47:06.442172+00
761,270,2018-10-06 03:47:10.307375+00
762,888,2018-10-06 03:47:48.009042+00
763,241,2018-10-06 03:47:48.135034+00
764,50,2018-10-06 03:48:02.946372+00
765,534,2018-10-06 03:48:26.611045+00
766,477,2018-10-06 03:48:54.659556+00
767,929,2018-10-06 03:49:15.584512+00
768,446,2018-10-06 03:49:39.996305+00
769,809,2018-10-06 03:49:47.319826+00
770,831,2018-10-06 03:50:57.206784+00
771,195,2018-10-06 03:50:59.983428+00
772,175,2018-10-06 03:51:52.245681+00
773,735,2018-10-06 03:51:55.254756+00
774,553,2018-10-06 03:52:16.808894+00
775,822,2018-10-06 03:52:26.188843+00
776,537,2018-10-06 03:53:46.386864+00
777,89,2018-10-06 03:53:47.33175+00
778,140,2018-10-06 03:53:47.430836+00
779,638,2018-10-06 03:54:26.568423+00
780,548,2018-10-06 03:54:35.04536+00
781,454,2018-10-06 03:54:52.071124+00
782,118,2018-10-06 03:55:14.339422+00
783,162,2018-10-06 03:55:15.876317+00
784,220,2018-10-06 03:55:22.480115+00
785,303,2018-10-06 03:55:59.373266+00
786,209,2018-10-06 03:56:00.315152+00
787,669,2018-10-06 03:56:34.182151+00
788,591,2018-10-06 03:56:34.752546+00
789,170,2018-10-06 03:56:52.471228+00
790,832,2018-10-06 03:57:19.843952+00
791,300,2018-10-06 03:57:39.357535+00
792,193,2018-10-06 03:58:11.593657+00
793,508,2018-10-06 03:58:18.897655+00
794,62,2018-10-06 03:58:42.537297+00
795,267,2018-10-06 03:58:44.088918+00
796,417,2018-10-06 03:58:57.613313+00
797,262,2018-10-06 03:59:01.437508+00
798,930,2018-10-06 03:59:29.895519+00
799,217,2018-10-06 03:59:43.311359+00
800,745,2018-10-06 04:01:13.699627+00
801,973,2018-10-06 04:01:17.81977+00
802,508,2018-10-06 04:02:43.790077+00
803,80,2018-10-06 04:02:53.120355+00
804,914,2018-10-06 04:03:32.026533+00
805,29,2018-10-06 04:03:48.392977+00
806,245,2018-10-06 04:03:57.4268+00
807,281,2018-10-06 04:04:45.791105+00
808,767,2018-10-06 04:04:57.557791+00
809,561,2018-10-06 04:05:15.944048+00
810,559,2018-10-06 04:05:19.20254+00
811,392,2018-10-06 04:05:23.173057+00
812,610,2018-10-06 04:06:29.297533+00
813,970,2018-10-06 04:06:31.15088+00
814,105,2018-10-06 04:06:35.443735+00
815,894,2018-10-06 04:06:37.292487+00
816,518,2018-10-06 04:06:57.881301+00
817,5,2018-10-06 04:07:12.043255+00
818,629,2018-10-06 04:07:26.951761+00
819,737,2018-10-06 04:07:51.719078+00
820,197,2018-10-06 04:07:59.997192+00
821,642,2018-10-06 04:08:32.902626+00
822,251,2018-10-06 04:08:35.277646+00
823,685,2018-10-06 04:08:41.88398+00
824,706,2018-10-06 04:08:55.900379+00
825,699,2018-10-06 04:09:02.341307+00
826,435,2018-10-06 04:09:12.508285+00
827,710,2018-10-06 04:09:22.141028+00
828,507,2018-10-06 04:09:52.600874+00
829,233,2018-10-06 04:10:25.993969+00
830,264,2018-10-06 04:10:58.930479+00
831,598,2018-10-06 04:11:17.083735+00
832,228,2018-10-06 04:11:37.571547+00
833,356,2018-10-06 04:12:11.434195+00
834,90,2018-10-06 04:12:35.060884+00
835,466,2018-10-06 04:13:00.405916+00
836,64,2018-10-06 04:13:11.180539+00
837,470,2018-10-06 04:13:14.544049+00
838,606,2018-10-06 04:13:30.316864+00
839,99,2018-10-06 04:13:45.900907+00
840,432,2018-10-06 04:14:06.779696+00
841,462,2018-10-06 04:14:08.860712+00
842,535,2018-10-06 04:14:09.230435+00
843,517,2018-10-06 04:14:17.650922+00
844,796,2018-10-06 04:15:07.768415+00
845,949,2018-10-06 04:15:08.438772+00
846,798,2018-10-06 04:15:19.019745+00
847,823,2018-10-06 04:15:50.444013+00
848,604,2018-10-06 04:16:13.990262+00
849,935,2018-10-06 04:16:25.599904+00
850,255,2018-10-06 04:16:35.791463+00
851,418,2018-10-06 04:16:47.879951+00
852,703,2018-10-06 04:17:02.760928+00
853,622,2018-10-06 04:17:49.03222+00
854,592,2018-10-06 04:17:57.873252+00
855,978,2018-10-06 04:18:57.099161+00
856,169,2018-10-06 04:19:32.103075+00
857,942,2018-10-06 04:20:01.777864+00
858,186,2018-10-06 04:20:15.1691+00
859,554,2018-10-06 04:20:21.6035+00
860,104,2018-10-06 04:20:25.067959+00
861,630,2018-10-06 04:20:33.740363+00
862,422,2018-10-06 04:20:46.213632+00
863,449,2018-10-06 04:21:11.740075+00
864,947,2018-10-06 04:21:21.709404+00
865,698,2018-10-06 04:21:44.478857+00
866,241,2018-10-06 04:21:55.387851+00
867,581,2018-10-06 04:22:19.048532+00
868,782,2018-10-06 04:22:20.271314+00
869,738,2018-10-06 04:23:00.791513+00
870,981,2018-10-06 04:23:15.671289+00
871,989,2018-10-06 04:23:16.43188+00
872,696,2018-10-06 04:23:28.636271+00
873,238,2018-10-06 04:23:55.292709+00
874,619,2018-10-06 04:24:37.525597+00
875,24,2018-10-06 04:24:47.625993+00
876,217,2018-10-06 04:24:50.752153+00
877,431,2018-10-06 04:24:56.165133+00
878,740,2018-10-06 04:25:16.994741+00
879,150,2018-10-06 04:25:19.014586+00
880,881,2018-10-06 04:25:24.021472+00
881,642,2018-10-06 04:26:00.011123+00
882,615,2018-10-06 04:26:10.155685+00
883,775,2018-10-06 04:27:01.21009+00
884,408,2018-10-06 04:27:32.348675+00
885,148,2018-10-06 04:27:38.850329+00
886,946,2018-10-06 04:27:48.366607+00
887,199,2018-10-06 04:27:54.588381+00
888,612,2018-10-06 04:28:23.034588+00
889,14,2018-10-06 04:28:25.156754+00
890,231,2018-10-06 04:28:28.433285+00
891,935,2018-10-06 04:29:10.569426+00
892,637,2018-10-06 04:29:14.710339+00
893,276,2018-10-06 04:29:17.316753+00
894,215,2018-10-06 04:29:28.179204+00
895,273,2018-10-06 04:29:31.186659+00
896,586,2018-10-06 04:29:53.685907+00
897,101,2018-10-06 04:29:54.294351+00
898,228,2018-10-06 04:30:03.728942+00
899,561,2018-10-06 04:30:16.222463+00
900,812,2018-10-06 04:30:36.815205+00
901,954,2018-10-06 04:31:02.396405+00
902,464,2018-10-06 04:31:08.414021+00
903,265,2018-10-06 04:31:21.008778+00
904,780,2018-10-06 04:31:29.465437+00
905,225,2018-10-06 04:31:41.0903+00
906,222,2018-10-06 04:31:54.126254+00
907,662,2018-10-06 04:32:01.802918+00
908,982,2018-10-06 04:32:08.129153+00
909,211,2018-10-06 04:32:16.457261+00
910,901,2018-10-06 04:32:53.808049+00
911,542,2018-10-06 04:33:10.325785+00
912,848,2018-10-06 04:33:50.254156+00
913,989,2018-10-06 04:33:58.473432+00
914,627,2018-10-06 04:35:00.355275+00
915,116,2018-10-06 04:35:16.876514+00
916,568,2018-10-06 04:35:43.731225+00
917,60,2018-10-06 04:37:12.261693+00
918,605,2018-10-06 04:37:15.193666+00
919,328,2018-10-06 04:37:18.29117+00
920,763,2018-10-06 04:37:35.197498+00
921,510,2018-10-06 04:37:44.764842+00
922,913,2018-10-06 04:38:38.707224+00
923,36,2018-10-06 04:39:00.543177+00
924,55,2018-10-06 04:39:02.520506+00
925,953,2018-10-06 04:39:13.256692+00
926,244,2018-10-06 04:39:17.676035+00
927,138,2018-10-06 04:40:12.547802+00
928,227,2018-10-06 04:40:30.773387+00
929,39,2018-10-06 04:40:36.320953+00
930,233,2018-10-06 04:41:23.77777+00
931,148,2018-10-06 04:41:50.787544+00
932,270,2018-10-06 04:41:53.342725+00
933,72,2018-10-06 04:41:55.389664+00
934,43,2018-10-06 04:42:09.948083+00
935,604,2018-10-06 04:42:14.827582+00
936,289,2018-10-06 04:42:19.931009+00
937,774,2018-10-06 04:42:42.784011+00
938,118,2018-10-06 04:43:07.720803+00
939,999,2018-10-06 04:43:15.200421+00
940,831,2018-10-06 04:43:22.616959+00
941,995,2018-10-06 04:43:58.875033+00
942,253,2018-10-06 04:44:16.036344+00
943,688,2018-10-06 04:44:22.00223+00
944,897,2018-10-06 04:45:07.783545+00
945,816,2018-10-06 04:45:10.761447+00
946,916,2018-10-06 04:45:16.238077+00
947,157,2018-10-06 04:45:37.365796+00
948,964,2018-10-06 04:46:44.761949+00
949,921,2018-10-06 04:47:09.280435+00
950,600,2018-10-06 04:47:24.626998+00
951,644,2018-10-06 04:47:48.945234+00
952,750,2018-10-06 04:47:50.806125+00
953,131,2018-10-06 04:48:06.314223+00
954,926,2018-10-06 04:48:11.116865+00
955,506,2018-10-06 04:48:42.06207+00
956,991,2018-10-06 04:48:49.114477+00
957,963,2018-10-06 04:48:59.153747+00
958,743,2018-10-06 04:49:11.903945+00
959,879,2018-10-06 04:49:37.149428+00
960,300,2018-10-06 04:50:20.664319+00
961,445,2018-10-06 04:50:55.987869+00
962,178,2018-10-06 04:51:36.533555+00
963,10,2018-10-06 04:51:43.482669+00
964,796,2018-10-06 04:51:57.946684+00
965,650,2018-10-06 04:52:28.765627+00
966,709,2018-10-06 04:52:38.231635+00
967,172,2018-10-06 04:52:55.619806+00
968,927,2018-10-06 04:53:48.518909+00
969,281,2018-10-06 04:54:05.823807+00
970,893,2018-10-06 04:54:20.478877+00
971,833,2018-10-06 04:54:23.0413+00
972,912,2018-10-06 04:54:27.290237+00
973,66,2018-10-06 04:55:10.672111+00
974,149,2018-10-06 04:55:52.114462+00
975,556,2018-10-06 04:55:55.7134+00
976,468,2018-10-06 04:55:56.563082+00
977,745,2018-10-06 04:56:16.627914+00
978,418,2018-10-06 04:56:28.138747+00
979,95,2018-10-06 04:56:32.193486+00
980,163,2018-10-06 04:56:51.105753+00
981,980,2018-10-06 04:57:18.717202+00
982,662,2018-10-06 04:58:13.993919+00
983,62,2018-10-06 04:59:05.018865+00
984,117,2018-10-06 04:59:17.322661+00
985,418,2018-10-06 04:59:50.079896+00
986,128,2018-10-06 05:00:34.026308+00
987,410,2018-10-06 05:01:41.865269+00
988,144,2018-10-06 05:01:43.23763+00
989,159,2018-10-06 05:02:17.270454+00
990,860,2018-10-06 05:02:49.282171+00
991,176,2018-10-06 05:02:56.082981+00
992,776,2018-10-06 05:04:14.741913+00
993,513,2018-10-06 05:04:38.230352+00
994,681,2018-10-06 05:04:40.8382+00
995,648,2018-10-06 05:04:46.149926+00
996,791,2018-10-06 05:05:09.595963+00
997,927,2018-10-06 05:05:13.691777+00
998,506,2018-10-06 05:05:16.791708+00
999,14,2018-10-06 05:05:54.116633+00
1000,772,2018-10-06 05:06:02.809408+00
1001,980,2018-10-06 05:06:43.975452+00
1002,519,2018-10-06 05:07:01.756406+00
1003,36,2018-10-06 05:07:38.325302+00
1004,951,2018-10-06 05:08:28.089921+00
1005,59,2018-10-06 05:08:33.270523+00
1006,269,2018-10-06 05:08:36.064009+00
1007,527,2018-10-06 05:09:00.672566+00
1008,190,2018-10-06 05:09:21.304477+00
1009,696,2018-10-06 05:09:47.272197+00
1010,519,2018-10-06 05:09:53.732901+00
1011,547,2018-10-06 05:09:57.880181+00
1012,567,2018-10-06 05:10:20.459905+00
1013,2,2018-10-06 05:11:15.097768+00
1014,650,2018-10-06 05:11:33.054014+00
1015,691,2018-10-06 05:11:43.018329+00
1016,826,2018-10-06 05:12:12.353823+00
1017,483,2018-10-06 05:12:15.245035+00
1018,428,2018-10-06 05:12:19.392477+00
1019,446,2018-10-06 05:12:45.523941+00
1020,217,2018-10-06 05:12:58.901596+00
1021,420,2018-10-06 05:13:33.739264+00
1022,443,2018-10-06 05:13:35.202339+00
1023,821,2018-10-06 05:13:37.862115+00
1024,239,2018-10-06 05:14:14.804033+00
1025,302,2018-10-06 05:14:51.795168+00
1026,866,2018-10-06 05:15:16.657815+00
1027,795,2018-10-06 05:15:36.191152+00
1028,411,2018-10-06 05:15:38.612959+00
1029,741,2018-10-06 05:16:08.808859+00
1030,620,2018-10-06 05:16:10.035767+00
1031,870,2018-10-06 05:16:33.75757+00
1032,883,2018-10-06 05:17:01.411781+00
1033,95,2018-10-06 05:17:03.883794+00
1034,745,2018-10-06 05:17:20.651707+00
1035,763,2018-10-06 05:17:35.557242+00
1036,583,2018-10-06 05:18:00.249507+00
1037,462,2018-10-06 05:18:33.69772+00
1038,23,2018-10-06 05:18:56.018312+00
1039,132,2018-10-06 05:19:26.995252+00
1040,212,2018-10-06 05:19:28.730161+00
1041,539,2018-10-06 05:20:24.899628+00
1042,188,2018-10-06 05:20:49.64269+00
1043,988,2018-10-06 05:21:00.094555+00
1044,97,2018-10-06 05:21:35.165251+00
1045,29,2018-10-06 05:21:40.038898+00
1046,242,2018-10-06 05:21:42.41496+00
1047,254,2018-10-06 05:21:53.713815+00
1048,645,2018-10-06 05:22:01.756527+00
1049,767,2018-10-06 05:22:02.342563+00
1050,6,2018-10-06 05:22:22.690213+00
1051,285,2018-10-06 05:22:33.2448+00
1052,276,2018-10-06 05:22:47.588954+00
1053,573,2018-10-06 05:22:48.813548+00
1054,816,2018-10-06 05:22:50.884615+00
1055,808,2018-10-06 05:23:08.997681+00
1056,703,2018-10-06 05:23:11.966624+00
1057,948,2018-10-06 05:23:54.830022+00
1058,375,2018-10-06 05:23:56.349674+00
1059,620,2018-10-06 05:24:11.370748+00
1060,866,2018-10-06 05:24:50.335701+00
1061,508,2018-10-06 05:24:59.672864+00
1062,498,2018-10-06 05:25:12.026078+00
1063,839,2018-10-06 05:25:30.008478+00
1064,404,2018-10-06 05:26:07.661284+00
1065,746,2018-10-06 05:26:14.206542+00
1066,773,2018-10-06 05:26:15.505531+00
1067,237,2018-10-06 05:26:30.818098+00
1068,190,2018-10-06 05:27:01.737378+00
1069,798,2018-10-06 05:27:17.458998+00
1070,230,2018-10-06 05:27:21.601575+00
1071,201,2018-10-06 05:27:37.051245+00
1072,776,2018-10-06 05:28:09.680361+00
1073,307,2018-10-06 05:28:41.281563+00
1074,660,2018-10-06 05:29:05.971553+00
1075,187,2018-10-06 05:29:14.694952+00
1076,550,2018-10-06 05:29:29.906083+00
1077,80,2018-10-06 05:30:10.061236+00
1078,903,2018-10-06 05:31:00.044276+00
1079,305,2018-10-06 05:31:17.429521+00
1080,277,2018-10-06 05:31:17.548787+00
1081,766,2018-10-06 05:31:38.594491+00
1082,172,2018-10-06 05:31:38.846812+00
1083,354,2018-10-06 05:31:45.948498+00
1084,990,2018-10-06 05:32:01.096283+00
1085,8,2018-10-06 05:32:02.613201+00
1086,421,2018-10-06 05:32:36.745921+00
1087,299,2018-10-06 05:32:36.788937+00
1088,854,2018-10-06 05:32:41.081367+00
1089,99,2018-10-06 05:33:37.112323+00
1090,445,2018-10-06 05:33:39.44186+00
1091,959,2018-10-06 05:33:42.620156+00
1092,132,2018-10-06 05:33:55.69339+00
1093,836,2018-10-06 05:33:58.56506+00
1094,754,2018-10-06 05:34:13.951477+00
1095,483,2018-10-06 05:34:23.549847+00
1096,760,2018-10-06 05:34:29.979262+00
1097,795,2018-10-06 05:34:44.707918+00
1098,726,2018-10-06 05:35:50.296943+00
1099,339,2018-10-06 05:35:59.918261+00
1100,744,2018-10-06 05:36:09.040991+00
1101,396,2018-10-06 05:36:16.488709+00
1102,638,2018-10-06 05:36:50.810726+00
1103,388,2018-10-06 05:36:57.327133+00
1104,856,2018-10-06 05:37:00.565817+00
1105,665,2018-10-06 05:37:20.207453+00
1106,365,2018-10-06 05:37:33.101845+00
1107,716,2018-10-06 05:38:16.317274+00
1108,693,2018-10-06 05:38:24.810006+00
1109,3,2018-10-06 05:38:57.770247+00
1110,906,2018-10-06 05:39:53.155886+00
1111,695,2018-10-06 05:40:10.448122+00
1112,567,2018-10-06 05:40:19.113694+00
1113,834,2018-10-06 05:40:24.860772+00
1114,648,2018-10-06 05:40:43.911253+00
1115,954,2018-10-06 05:40:58.783666+00
1116,810,2018-10-06 05:41:34.758904+00
1117,137,2018-10-06 05:41:37.302461+00
1118,73,2018-10-06 05:41:59.383837+00
1119,996,2018-10-06 05:42:11.125762+00
1120,779,2018-10-06 05:42:49.064101+00
1121,738,2018-10-06 05:43:25.920817+00
1122,979,2018-10-06 05:43:45.949029+00
1123,961,2018-10-06 05:43:59.350764+00
1124,375,2018-10-06 05:44:10.795371+00
1125,186,2018-10-06 05:44:39.246+00
1126,327,2018-10-06 05:44:41.847528+00
1127,521,2018-10-06 05:45:38.481857+00
1128,775,2018-10-06 05:45:53.704764+00
1129,220,2018-10-06 05:46:13.981623+00
1130,487,2018-10-06 05:46:41.249178+00
1131,753,2018-10-06 05:46:47.255453+00
1132,370,2018-10-06 05:47:23.817419+00
1133,363,2018-10-06 05:47:35.893113+00
1134,848,2018-10-06 05:47:56.286943+00
1135,472,2018-10-06 05:48:00.064174+00
1136,561,2018-10-06 05:48:05.437874+00
1137,15,2018-10-06 05:48:13.217152+00
1138,881,2018-10-06 05:48:20.598275+00
1139,514,2018-10-06 05:48:30.161822+00
1140,53,2018-10-06 05:49:24.163427+00
1141,566,2018-10-06 05:49:29.793503+00
1142,338,2018-10-06 05:49:32.225062+00
1143,253,2018-10-06 05:50:06.708911+00
1144,210,2018-10-06 05:50:18.349568+00
1145,262,2018-10-06 05:50:30.56438+00
1146,870,2018-10-06 05:50:57.940038+00
1147,984,2018-10-06 05:51:05.110366+00
1148,818,2018-10-06 05:51:09.576751+00
1149,201,2018-10-06 05:51:59.64175+00
1150,556,2018-10-06 05:52:08.638495+00
1151,623,2018-10-06 05:52:46.778033+00
1152,662,2018-10-06 05:52:48.632532+00
1153,55,2018-10-06 05:52:57.613918+00
1154,907,2018-10-06 05:53:03.86769+00
1155,358,2018-10-06 05:53:12.225298+00
1156,403,2018-10-06 05:54:29.32177+00
1157,219,2018-10-06 05:54:33.357969+00
1158,874,2018-10-06 05:55:05.146044+00
1159,814,2018-10-06 05:55:27.468892+00
1160,669,2018-10-06 05:55:31.92389+00
1161,617,2018-10-06 05:56:25.145167+00
1162,493,2018-10-06 05:57:00.937056+00
1163,833,2018-10-06 05:57:01.690613+00
1164,555,2018-10-06 05:57:27.188308+00
1165,457,2018-10-06 05:57:37.539587+00
1166,569,2018-10-06 05:57:46.805584+00
1167,888,2018-10-06 05:58:05.154501+00
1168,793,2018-10-06 05:58:31.426891+00
1169,794,2018-10-06 05:59:04.104723+00
1170,96,2018-10-06 05:59:17.551776+00
1171,964,2018-10-06 05:59:41.735821+00
1172,120,2018-10-06 05:59:45.254606+00
1173,433,2018-10-06 06:00:16.309836+00
1174,793,2018-10-06 06:00:26.658155+00
1175,833,2018-10-06 06:00:34.531023+00
1176,749,2018-10-06 06:00:36.325514+00
1177,569,2018-10-06 06:00:37.460902+00
1178,161,2018-10-06 06:00:56.962527+00
1179,25,2018-10-06 06:01:09.872181+00
1180,246,2018-10-06 06:01:57.909289+00
1181,490,2018-10-06 06:02:08.373459+00
1182,347,2018-10-06 06:02:22.559733+00
1183,147,2018-10-06 06:02:37.38672+00
1184,198,2018-10-06 06:02:58.472012+00
1185,437,2018-10-06 06:03:02.320303+00
1186,538,2018-10-06 06:03:39.284885+00
1187,375,2018-10-06 06:03:43.743147+00
1188,941,2018-10-06 06:04:07.201558+00
